imdbid,sprache
tt1582507,English
tt1584943,English
tt1587828,Portuguese
tt15895490,English
tt15895490,Dutch
tt15907298,English
tt1590763,N/A
tt1592527,English
tt1592527,Swedish
tt1596365,English
tt1596557,English
tt1599348,English
tt1599348,Afrikaans
tt1603915,Mandarin
tt1608383,English
tt16085592,English
tt1608777,Hindi
tt1608777,Punjabi
tt1608777,English
tt1610447,English
tt1616984,English
tt1617145,Norwegian
tt1618435,English
tt1618447,French
tt1618447,German
tt1618447,Danish
tt1618447,English
tt16226674,Mandarin
tt16227014,French
tt16227014,English
tt1625724,English
tt16259786,English
tt16307970,English
tt1632479,English
tt1632479,Vietnamese
tt1632479,German
tt1632479,Spanish
tt1632479,Russian
tt1636833,Turkish
tt16369304,English
tt1638002,English
tt1638328,French
tt1638328,English
tt16427398,English
tt1646212,English
tt1646974,French
tt1646974,English
tt1646974,Arabic
tt1646974,Slovak
tt1646982,Malay
tt1646982,Cantonese
tt1646982,Mandarin
tt1648190,English
tt1649780,English
tt1668195,Swedish
tt1677053,English
tt1684910,English
tt1685407,English
tt1685407,Japanese
tt1690455,English
tt16914952,Telugu
tt1698648,English
tt1698648,French
tt1698648,Romanian
tt1698648,Dutch
tt1698648,Mandarin
tt1699164,Norwegian
tt1701223,English
tt17013106,Korean
tt1705120,Bulgarian
tt1705120,English
tt1712187,Italian
tt1716753,English
tt1716753,Egyptian (Ancient)
tt1719068,English
tt1726252,English
tt1726252,German
tt1730549,English
tt1731141,English
tt1731947,Japanese
tt1743990,English
tt1746246,Russian
tt1748179,English
tt1748260,English
tt1754725,English
tt17639060,Mandarin
tt17736234,Japanese
tt17736234,English
tt1779471,German
tt1786368,Turkish
tt1789846,English
tt1790885,English
tt1790885,Arabic
tt1790885,Urdu
tt1790885,Pashtu
tt1790885,French
tt1793224,Japanese
tt1801116,English
tt1801117,English
tt1801118,English
tt1801119,English
tt1801121,English
tt1807950,Turkish
tt1807950,French
tt1810710,English
tt1810710,Persian
tt1817209,German
tt1817209,English
tt1817676,English
tt1817676,Spanish
tt1821694,English
tt1821694,Russian
tt1821694,French
tt1821694,Persian
tt1821694,Korean
tt18247152,N/A
tt1825683,English
tt1825683,Swahili
tt1825683,Nama
tt1825683,Xhosa
tt1825683,Korean
tt1826940,English
tt18332450,French
tt18332450,Sign
tt18332450,English
tt18376122,English
tt1838603,English
tt1838603,French
tt1839642,English
tt18411490,Hindi
tt18411490,English
tt18411490,Vietnamese
tt1843287,Japanese
tt1843961,English
tt1853620,English
tt1854236,English
tt1854236,Danish
tt1854236,Italian
tt1854254,Mandarin
tt1856010,English
tt1859438,Thai
tt1859650,English
tt1859650,Italian
tt1863201,English
tt1869347,English
tt1872877,English
tt1875600,English
tt1881087,English
tt1884907,English
tt1901024,English
tt1906323,English
tt1906487,English
tt1918651,English
tt1920913,Telugu
tt1920913,Malayalam
tt19231492,English
tt1928340,English
tt1928340,Middle English
tt1928340,Indonesian
tt1930294,English
tt1933311,English
tt1935156,English
tt1935156,Spanish
tt1935156,French
tt1935156,German
tt1935302,English
tt1941466,Japanese
tt1942884,English
tt1942884,French
tt1950304,English
tt1951216,English
tt1961324,Japanese
tt19637052,English
tt19638448,Mandarin
tt1964624,French
tt1974198,English
tt19760262,English
tt1976989,English
tt1981115,English
tt19815094,Turkish
tt1985949,English
tt19896150,English
tt1992386,English
tt1992386,Japanese
tt1998163,English
tt20048582,English
tt2011366,English
tt2011366,Chinese
tt20115096,English
tt20115096,Vietnamese
tt20117176,English
tt2014554,English
tt2015348,Japanese
tt2016894,Hindi
tt2016894,English
tt2017931,English
tt20198716,Spanish
tt2023453,English
tt2024358,English
tt2024396,Spanish
tt20452218,French
tt2061527,Japanese
tt2075292,Japanese
tt2079466,English
tt2079466,French
tt2082482,English
tt2083379,English
tt2083379,Spanish
tt2084970,English
tt2084970,German
tt2085059,English
tt20859464,English
tt2088003,English
tt2088003,Finnish
tt2090465,English
tt2090537,English
tt2091256,English
tt2091256,German
tt2098632,English
tt2100573,English
tt2104011,Japanese
tt21059520,English
tt2114358,Dutch
tt2119543,English
tt2121839,Japanese
tt2124787,English
tt21249100,Japanese
tt21249100,Portuguese
tt21249100,English
tt21249134,Indonesian
tt21257212,French
tt21261712,English
tt21263178,English
tt2130242,Hindi
tt2132485,English
tt21365986,English
tt2141751,English
tt21438352,English
tt2153778,English
tt2158686,Thai
tt2158686,English
tt2166834,English
tt21688772,Hindi
tt2168938,Persian
tt2168938,English
tt2179087,English
tt2183014,English
tt2185022,N/A
tt2186995,English
tt2192016,English
tt2205697,English
tt22086334,Hindi
tt2210547,German
tt2210828,Japanese
tt2220414,N/A
tt2222042,English
tt2222164,Italian
tt2226321,English
tt22297712,Japanese
tt22297712,English
tt2234222,English
tt2234261,English
tt2234261,French
tt2241351,English
tt2241351,Korean
tt2241351,Icelandic
tt2241351,Russian
tt2243537,English
tt2243537,Spanish
tt22488728,Tamil
tt2251281,English
tt2251519,Czech
tt2257218,English
tt2261331,English
tt2261331,Russian
tt2267998,English
tt2272364,English
tt22727518,Turkish
tt22741760,English
tt2275743,English
tt2275743,German
tt2277834,English
tt2279339,English
tt2279373,English
tt22805590,English
tt2283336,English
tt2283336,French
tt2283336,Chinese
tt22868844,Spanish
tt22868844,English
tt22868844,Portuguese
tt22868844,Italian
tt22868844,Polish
tt22868844,Japanese
tt2287214,English
tt2287214,Romanian
tt2292621,English
tt2298384,French
tt2298384,English
tt23026954,English
tt2308606,English
tt2309312,Japanese
tt2309312,English
tt2311802,Russian
tt2313197,English
tt23133412,English
tt2316369,English
tt2318092,English
tt2318405,Russian
tt2318405,German
tt2318625,Hebrew
tt2318625,Arabic
tt2318625,English
tt2321542,Japanese
tt2321542,English
tt2321542,Korean
tt2321542,German
tt2326087,English
tt2326554,Persian
tt2328549,English
tt2334879,English
tt2339741,English
tt2349440,English
tt2354505,English
tt2355871,English
tt2361469,None
tt2361469,English
tt2372162,English
tt2372251,English
tt23732458,English
tt23736044,Japanese
tt23736044,English
tt2375692,English
tt2379082,English
tt2386826,English
tt2387409,Mandarin
tt2387409,Pushto
tt2387409,Spanish
tt2387409,English
tt2387433,English
tt2392680,English
tt2395247,English
tt2395337,English
tt2397461,English
tt2397461,Spanish
tt2397461,Russian
tt2397461,Mandarin
tt24018360,Swedish
tt2402101,English
tt24083908,English
tt2411008,English
tt2443022,English
tt2446108,English
tt2446612,English
tt2451688,English
tt2452042,English
tt2494376,English
tt2507174,Japanese
tt2512582,English
tt2523832,English
tt2543796,English
tt2577172,English
tt2578426,English
tt2580046,French
tt2580046,Korean
tt2580046,English
tt2582496,English
tt25899504,English
tt2615666,English
tt26229508,Korean
tt26258200,Korean
tt2630336,Japanese
tt2635474,French
tt2639344,English
tt2639344,Russian
tt26413708,Romanian
tt26426076,English
tt26453369,English
tt2650548,English
tt2650978,German
tt2650978,English
tt2652118,English
tt26596953,Polish
tt2664880,Norwegian
tt26753472,English
tt26940854,English
tt2704998,English
tt27051027,Kannada
tt27054481,English
tt2709022,French
tt2734628,English
tt2734628,Burmese
tt2737206,English
tt2739708,French
tt2739708,English
tt2739708,Portuguese
tt2739708,Maya
tt2739708,Spanish
tt27502265,Mandarin
tt27521477,Japanese
tt27547224,Chinese
tt27547224,Mandarin
tt2756032,English
tt27655393,Telugu
tt27811009,English
tt27930156,Hindi
tt27995113,English
tt28066777,English
tt28073548,English
tt28076458,Mandarin
tt28076458,Chinese
tt28090490,Japanese
tt28131427,Mandarin
tt28131729,Chinese
tt28182736,English
tt28197236,English
tt28197236,Italian
tt28228754,Turkish
tt28248897,English
tt28494829,Korean
tt2850272,English
tt2866824,English
tt2872724,English
tt2872750,None
tt2872750,English
tt2873282,English
tt2873282,Russian
tt2873282,Hungarian
tt28754394,English
tt2883434,English
tt2910508,English
tt2911674,English
tt2914740,English
tt2961366,German
tt2968404,English
tt2972362,Korean
tt29941084,Indonesian
tt29941084,None
tt3014284,English
tt30446769,Korean
tt30469723,English
tt30517551,English
tt30517551,German
tt30517551,French
tt3058736,English
tt3068194,English
tt3068194,French
tt3073256,Bengali
tt30766104,English
tt30845371,Chinese
tt3089326,Spanish
tt3095734,English
tt30971467,Japanese
tt3115906,English
tt31193442,English
tt31250580,English
tt31260386,English
tt3139756,English
tt31497750,English
tt31514720,Japanese
tt31514720,English
tt31514720,French
tt31514720,German
tt31514720,Spanish
tt31514720,Portuguese
tt3155734,English
tt3159812,English
tt3172532,English
tt3173678,English
tt3204012,Japanese
tt3204144,French
tt3208026,English
tt3208026,Irish Gaelic
tt3257166,Japanese
tt3257166,English
tt3257166,German
tt3257166,French
tt3260524,English
tt3263436,English
tt3266724,English
tt3266724,Russian
tt3278540,English
tt3278540,French
tt32844085,English
tt33007219,Thai
tt33050454,Spanish
tt33050454,Catalan
tt3313102,English
tt3317234,English
tt33298502,Tamil
tt33481557,English
tt3359350,English
tt3366668,English
tt3387520,English
tt3397556,English
tt3399042,French
tt3402232,English
tt3416532,English
tt3469052,Korean
tt3469910,Mandarin
tt3479858,Bengali
tt3479858,Hindi
tt3479858,Tamil
tt3480822,English
tt3480822,Russian
tt3480822,Norwegian
tt3480822,Hungarian
tt3480822,Macedonian
tt3480822,Finnish
tt3482378,Japanese
tt3482378,English
tt3487356,English
tt3513498,English
tt3514886,English
tt3565486,Turkish
tt3565486,Italian
tt3565904,English
tt3585004,Mandarin
tt3589450,Korean
tt3589872,English
tt3591696,English
tt3606888,English
tt3611432,English
tt3631112,English
tt3631112,Spanish
tt3638396,English
tt3639888,Japanese
tt3666024,None
tt3697842,English
tt3748172,English
tt3757216,Persian
tt3759370,French
tt3759370,Flemish
tt3759370,English
tt3759370,Italian
tt3759370,Hebrew
tt3762284,Spanish
tt3771570,Polish
tt3774694,English
tt3774694,French
tt3780208,English
tt3781476,Mandarin
tt3821674,English
tt3824344,English
tt3853830,English
tt3879200,English
tt3881026,Finnish
tt3881026,English
tt3889156,English
tt3894190,Italian
tt3896738,English
tt3908142,English
tt3911554,English
tt3950078,Mandarin
tt3950078,English
tt3954936,English
tt3959576,English
tt3976144,English
tt3981658,Mandarin
tt3986586,English
tt3986932,English
tt3998324,English
tt4003440,English
tt4003440,German
tt4003440,Italian
tt4008758,French
tt4008758,Dutch
tt4008758,Arabic
tt4008758,Lingala
tt4011064,English
tt4030442,English
tt4031224,Korean
tt4061080,English
tt4062536,English
tt4074502,Swiss German
tt4074502,English
tt4074502,German
tt4103724,English
tt4116284,English
tt4129870,English
tt4137902,English
tt4137924,English
tt4159076,English
tt4162866,English
tt4171544,English
tt4176826,German
tt4209492,English
tt4209788,English
tt4215766,English
tt4224754,English
tt4234734,English
tt4267026,English
tt4273562,Japanese
tt4273562,English
tt4276112,English
tt4280606,English
tt4301160,English
tt4316236,English
tt4330758,N/A
tt4353250,English
tt4439784,German
tt4439784,English
tt4439784,Swiss German
tt4439784,Swedish
tt4439784,French
tt4439784,Italian
tt4447518,English
tt4452630,English
tt4458594,English
tt4479380,English
tt4479380,French
tt4481514,English
tt4500922,English
tt4509840,English
tt4509840,Serbian
tt4527400,English
tt4537888,English
tt4547056,English
tt4568328,Czech
tt4569240,Spanish
tt4572820,English
tt4578474,English
tt4595186,English
tt4595186,Spanish
tt4599430,Nepali
tt4630550,French
tt4666618,English
tt4667094,English
tt4686844,English
tt4694366,English
tt4699388,French
tt4699388,English
tt4702300,English
tt4729754,English
tt4741310,Italian
tt4742700,English
tt4757986,English
tt4761916,English
tt4761916,American Sign
tt4761916,Indonesian
tt4770018,English
tt4779496,English
tt4787052,Turkish
tt4791322,Spanish
tt4795016,Japanese
tt4801682,Telugu
tt4803738,Korean
tt4805316,English
tt4805316,French
tt4805316,German
tt4823776,English
tt4823776,Arabic
tt4823776,Ukrainian
tt4823776,Irish Gaelic
tt4831392,Japanese
tt4831392,English
tt4831392,German
tt4844106,N/A
tt4844130,Japanese
tt4844150,English
tt4850642,English
tt4877122,English
tt4877122,Spanish
tt4901756,Russian
tt4922692,Spanish
tt4922692,English
tt4922692,Spanish Sign
tt4943998,English
tt4943998,Chinese
tt4970294,English
tt5016760,English
tt5017192,Punjabi
tt5017192,Hindi
tt5057140,English
tt5058828,English
tt5066556,Korean
tt5066556,Japanese
tt5068650,English
tt5096470,English
tt5098128,Telugu
tt5109792,English
tt5112578,English
tt5133998,Turkish
tt5157290,Norwegian
tt5160614,English
tt5164432,English
tt5164432,German
tt5164432,French
tt5177088,English
tt5224834,Japanese
tt5232622,English
tt5247042,English
tt5247042,French
tt5252606,English
tt5258128,English
tt5266218,Tamil
tt5266218,Telugu
tt5281134,English
tt5302658,English
tt5308322,English
tt5308322,Spanish
tt5311542,German
tt5311542,Russian
tt5323662,Japanese
tt5323662,Japanese Sign
tt5323662,English
tt5339462,Spanish
tt5397520,English
tt5431600,English
tt5460530,English
tt5465496,Bengali
tt5475710,English
tt5476944,Japanese
tt5478730,English
tt5569480,Korean
tt5575678,Korean
tt5581752,English
tt5598578,Hindi
tt5600406,N/A
tt5603186,Swedish
tt5603186,Danish
tt5603186,Norwegian
tt5607976,English
tt5611978,Catalan
tt5614612,Spanish
tt5614612,Catalan
tt5622412,English
tt5634998,English
tt5687424,English
tt5695180,Croatian
tt5700176,English
tt5714216,Japanese
tt5725368,English
tt5729304,English
tt5753856,German
tt5768632,Turkish
tt5768632,Indian Sign
tt5779228,English
tt5784958,English
tt5785170,Hindi
tt5834800,English
tt5844304,English
tt5845332,English
tt5850588,Portuguese
tt5866284,English
tt5876392,Hindi
tt5898016,Russian
tt5898034,English
tt5926310,Japanese
tt5927634,English
tt5936866,English
tt5956100,Hindi
tt5956100,English
tt5995602,Kannada
tt6007398,German
tt6007398,Arabic
tt6007398,Bosnian
tt6007398,Serbo-Croatian
tt6009104,French
tt6010216,English
tt6012380,English
tt6018036,English
tt6045840,English
tt6048596,English
tt6053512,English
tt6082614,German
tt6082614,English
tt6089664,English
tt6095002,English
tt6095472,English
tt6107548,English
tt6108262,Serbian
tt6108262,Russian
tt6108262,Macedonian
tt6108262,German
tt6108262,Slovenian
tt6121444,French
tt6121444,English
tt6121444,Arabic
tt6132720,Turkish
tt6132720,Greek
tt6138404,English
tt6141334,English
tt6143422,Hindi
tt6170484,Mandarin
tt6204018,Swedish
tt6205862,English
tt6222828,English
tt6263222,Korean
tt6269658,English
tt6269658,Hindi
tt6269658,Spanish
tt6286736,English
tt6300838,Japanese
tt6335734,Japanese
tt6350332,N/A
tt6373518,English
tt6402468,German
tt6402468,English
tt6402468,Arabic
tt6435350,Japanese
tt6443346,English
tt6450804,English
tt6450804,Spanish
tt6475714,English
tt6475714,Spanish
tt6494542,English
tt6519410,French
tt6520654,Arabic
tt6534422,English
tt6536944,English
tt6556576,English
tt6562866,English
tt6565702,English
tt6565702,French
tt6571548,Hindi
tt6571548,English
tt6572702,English
tt6572702,German
tt6633182,English
tt6684884,English
tt6684976,English
tt6684976,Italian
tt6684976,Mandarin
tt6708668,Swedish
tt6708668,English
tt6718170,English
tt6735740,English
tt6738100,English
tt6748030,English
tt6763664,English
tt6832388,English
tt6840904,English
tt6874762,English
tt6876788,English
tt6892400,Italian
tt6893370,Japanese
tt6893836,English
tt6905542,English
tt6928178,English
tt6964562,English
tt6966692,English
tt6966692,Italian
tt6966692,Russian
tt6966692,German
tt6967980,Hindi
tt7129636,English
tt7144666,English
tt7193716,Italian
tt7201846,French
tt7201846,Russian
tt7211438,Urdu
tt7264080,English
tt7298976,Korean
tt7326146,English
tt7365392,Norwegian
tt7370552,N/A
tt7390646,English
tt7406334,English
tt7428594,English
tt7440094,English
tt7441658,Portuguese
tt7441658,German
tt7441658,Spanish
tt7441658,Japanese
tt7441658,English
tt7447248,English
tt7447248,Japanese
tt7466442,English
tt7466442,German
tt7479692,Kannada
tt7492256,English
tt7564016,Kannada
tt7598448,English
tt7608028,English
tt7621364,Turkish
tt7644680,English
tt7657566,English
tt7657566,French
tt7657566,German
tt7660730,English
tt7772602,English
tt7808566,English
tt7809420,English
tt7825558,English
tt7853242,Hindi
tt7918842,Swedish
tt7972012,French
tt7972012,Russian
tt7972012,German
tt7978672,English
tt7978672,Japanese
tt7991608,English
tt7991608,Russian
tt7991608,Italian
tt7991608,Spanish
tt7991608,Indonesian
tt8001136,English
tt8006374,Russian
tt8006374,English
tt8010354,English
tt8012820,English
tt8097030,English
tt8097030,Cantonese
tt8097030,Korean
tt8110246,English
tt8119680,Korean
tt8123886,Korean
tt8130518,English
tt8201142,English
tt8246058,Cantonese
tt8246058,English
tt8254556,French
tt8254556,Flemish
tt8254556,English
tt8254880,Japanese
tt8259114,English
tt8265928,French
tt8265928,English
tt8269120,N/A
tt8295516,English
tt8310486,English
tt8310674,English
tt8311792,Spanish
tt8356394,English
tt8386654,English
tt8427140,English
tt8433210,English
tt8439934,English
tt8439934,Polish
tt8463172,English
tt8484160,English
tt8508734,English
tt8508734,Dinka
tt8521778,English
tt8524650,English
tt8543390,English
tt8667828,English
tt8702244,English
tt8725166,English
tt8758086,English
tt8824648,Thai
tt8847740,N/A
tt8907992,Hindi
tt8907992,English
tt8923854,English
tt8993398,Japanese
tt8993398,French
tt8993398,German
tt8993398,English
tt9026184,English
tt9046556,English
tt9063902,Spanish
tt9063902,Catalan
tt9071322,English
tt9071322,Korean
tt9077038,Tamil
tt9114286,English
tt9114286,Xhosa
tt9114286,Maya
tt9114286,Spanish
tt9114286,Haitian
tt9114286,French
tt9135260,English
tt9145880,Korean
tt9154158,English
tt9159144,English
tt9174358,English
tt9174358,Japanese
tt9174358,Italian
tt9174358,Portuguese
tt9174358,French
tt9174358,Spanish
tt9179284,Japanese
tt9204328,English
tt9243804,English
tt9243804,Latin
tt9247554,English
tt9248940,Hindi
tt9252508,English
tt9272572,Dutch
tt9286542,English
tt9288848,English
tt9315722,N/A
tt9319380,English
tt9325320,Swedish
tt9325320,German
tt9354842,English
tt9359796,Japanese
tt9359796,English
tt9378850,Mandarin
tt9378850,Cantonese
tt9398640,English
tt9448932,English
tt9495224,English
tt9522300,Japanese
tt9522300,English
tt9561862,English
tt9563330,Mandarin
tt9563330,English
tt9567548,English
tt9572006,Russian
tt9601220,English
tt9614090,English
tt9620986,Irish Gaelic
tt9620986,English
tt9632590,French
tt9632590,Italian
tt9632590,English
tt9660688,Spanish
tt9660688,English
tt9685282,Chinese
tt9688874,Telugu
tt9688874,Kannada
tt9688874,Tamil
tt9698520,English
tt9721776,Turkish
tt9721776,Kurdish
tt9731534,English
tt9784798,English
tt9801400,English
tt9827834,English
tt9838428,Japanese
tt9860728,English
tt9869424,English
